date,symbol,part,source,detail,claimed,expected,gap,tol,status
2026-09-24,SPY,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Risk Manager|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,SPY,C,analyst:Risk Manager|gemini-3.1-flash-lite,0.30,0.3,,,,supported
2026-09-24,SPY,C,analyst:Risk Manager|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Risk Manager|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Value Investor|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,SPY,C,analyst:Value Investor|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-24,SPY,C,analyst:Value Investor|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-24,SPY,C,analyst:Value Investor|gemini-3.1-flash-lite,0.30,0.3,,,,supported
2026-09-24,SPY,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,0.89,0.89,,,,supported
2026-09-24,SPY,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,0.79,0.79,,,,supported
2026-09-24,SPY,C,analyst:Global Macro|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,SPY,C,analyst:Global Macro|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,SPY,C,analyst:Global Macro|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Global Macro|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Technological Innovator|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Technological Innovator|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Technological Innovator|gemini-3.1-flash-lite,1.0,1.0,,,,supported
2026-09-24,SPY,C,analyst:Technological Innovator|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,SPY,C,analyst:Technological Innovator|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,SPY,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,SPY,C,analyst:Personal Context|gemini-3.1-flash-lite,21,21.0,,,,supported
2026-09-24,SPY,C,analyst:Personal Context|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,SPY,C,analyst:Personal Context|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,TLT,A,context,last price,79.42,79.419998,2e-06,0.005,verified
2026-09-24,TLT,A,context,1-day move %,-1.3,-1.292569,0.007431,0.05,verified
2026-09-24,TLT,A,context,5-day move %,-2.9,-2.885792,0.014208,0.05,verified
2026-09-24,TLT,A,context,20-day move %,-4.3,-4.292528,0.007472,0.05,verified
2026-09-24,TLT,A,context,distance from 60-day high %,-6.4,-6.401448,0.001448,0.05,verified
2026-09-24,TLT,A,context,distance from 252-day high %,-12.8,-12.771175,0.028825,0.05,verified
2026-09-24,TLT,A,context,20-day volatility %,10.0,10.104936,0.104936,0.5,verified
2026-09-24,TLT,A,context,RSI,32.8,32.785885,0.014115,0.05,verified
2026-09-24,TLT,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,TLT,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,TLT,A,context,above/below 200-day average,below,below,,,verified
2026-09-24,TLT,A,context,risk score,55.0,54.9,0.1,0.5,verified
2026-09-24,TLT,A,context,risk level,MEDIUM,MEDIUM,,,verified
2026-09-24,TLT,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,TLT,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,TLT,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,TLT,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,TLT,A,context,correlation (not independently checked),,,,,not_checked
2026-09-24,TLT,A,context,percentile (not independently checked),,,,,not_checked
2026-09-24,TLT,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,32.8,32.8,,,,supported
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,12.8%,12.8,,,,supported
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-24,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,31%,31.0,,,,supported
2026-09-24,TLT,C,analyst:Risk Manager|gemini-3.5-flash,200,200.0,,,,supported
2026-09-24,TLT,C,analyst:Risk Manager|gemini-3.5-flash,6.4%,6.4,,,,supported
2026-09-24,TLT,C,analyst:Risk Manager|gemini-3.5-flash,60,60.0,,,,supported
2026-09-24,TLT,C,analyst:Risk Manager|gemini-3.5-flash,0.80,0.8,,,,supported
2026-09-24,TLT,C,analyst:Risk Manager|gemini-3.5-flash,5.18%,5.18,,,,supported
2026-09-24,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,12.8%,12.8,,,,supported
2026-09-24,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-24,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,32.8,32.8,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,5.18%,5.18,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,+0.80,0.8,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,-4.3%,-4.3,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,20,20.0,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,79.42,79.42,,,,supported
2026-09-24,TLT,C,analyst:Behavioral Coach|gemini-3.6-flash,32.8,32.8,,,,supported
2026-09-24,TLT,C,analyst:Global Macro|gemini-3.5-flash,0.80,0.8,,,,supported
2026-09-24,TLT,C,analyst:Global Macro|gemini-3.5-flash,5.18%,5.18,,,,supported
2026-09-24,TLT,C,analyst:Global Macro|gemini-3.5-flash,+3.4%,3.4,,,,supported
2026-09-24,TLT,C,analyst:Global Macro|gemini-3.5-flash,50%,50.0,,,,supported
2026-09-24,TLT,C,analyst:Technological Innovator|gemini-3.5-flash,50%,50.0,,,,supported
2026-09-24,TLT,C,analyst:Technological Innovator|gemini-3.5-flash,20,20.0,,,,supported
2026-09-24,TLT,C,analyst:Technological Innovator|gemini-3.5-flash,-4.3%,-4.3,,,,supported
2026-09-24,TLT,C,analyst:Technological Innovator|gemini-3.5-flash,55,55.0,,,,supported
2026-09-24,TLT,C,analyst:Technological Innovator|gemini-3.5-flash,100,100.0,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,50%,50.0,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,20,20.0,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,-4.3%,-4.3,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,200,200.0,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,-12.8%,-12.8,,,,supported
2026-09-24,TLT,C,analyst:Personal Context|gemini-3.5-flash,252,252.0,,,,supported
2026-09-24,TSLA,A,context,last price,377.94,377.940002,2e-06,0.005,verified
2026-09-24,TSLA,A,context,1-day move %,-0.6,-0.573501,0.026499,0.05,verified
2026-09-24,TSLA,A,context,5-day move %,3.2,3.205896,0.005896,0.05,verified
2026-09-24,TSLA,A,context,20-day move %,9.3,9.288067,0.011933,0.05,verified
2026-09-24,TSLA,A,context,distance from 60-day high %,-11.1,-11.135666,0.035666,0.05,verified
2026-09-24,TSLA,A,context,distance from 252-day high %,-22.9,-22.850494,0.049506,0.05,verified
2026-09-24,TSLA,A,context,20-day volatility %,44.0,44.215154,0.215154,0.5,verified
2026-09-24,TSLA,A,context,RSI,59.1,59.138432,0.038432,0.05,verified
2026-09-24,TSLA,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,TSLA,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,TSLA,A,context,above/below 200-day average,below,below,,,verified
2026-09-24,TSLA,A,context,risk score,72.0,72.2,0.2,0.5,verified
2026-09-24,TSLA,A,context,risk level,HIGH,HIGH,,,verified
2026-09-24,TSLA,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,TSLA,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,TSLA,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,TSLA,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,TSLA,A,context,correlation (not independently checked),,,,,not_checked
2026-09-24,TSLA,A,context,percentile (not independently checked),,,,,not_checked
2026-09-24,TSLA,B,ceo.headline,headline vote-weight %,86.0,86.0,0.0,0.5,verified
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,72,72.0,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,+9.3%,9.3,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,-1.12,-1.12,,,,supported
2026-09-24,TSLA,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,349.9,349.9,,,,supported
2026-09-24,TSLA,C,analyst:Risk Manager|gemini-flash-latest,72,72.0,,,,supported
2026-09-24,TSLA,C,analyst:Risk Manager|gemini-flash-latest,100,100.0,,,,supported
2026-09-24,TSLA,C,analyst:Risk Manager|gemini-flash-latest,44%,44.0,,,,supported
2026-09-24,TSLA,C,analyst:Risk Manager|gemini-flash-latest,2.0,2.0,,,,supported
2026-09-24,TSLA,C,analyst:Risk Manager|gemini-flash-latest,200,200.0,,,,supported
2026-09-24,TSLA,C,analyst:Value Investor|gemini-3.7-flash,349.9,349.9,,,,supported
2026-09-24,TSLA,C,analyst:Value Investor|gemini-3.7-flash,-2.9%,-2.9,,,,supported
2026-09-24,TSLA,C,analyst:Value Investor|gemini-3.7-flash,5%,5.0,,,,supported
2026-09-24,TSLA,C,analyst:Value Investor|gemini-3.7-flash,4.0%,4.0,,,,supported
2026-09-24,TSLA,C,analyst:Value Investor|gemini-3.7-flash,5.18%,5.18,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,+9.3%,9.3,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,20,20.0,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,30,30.0,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,200,200.0,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,44%,44.0,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,-22.9%,-22.9,,,,supported
2026-09-24,TSLA,C,analyst:Behavioral Coach|gemini-3.7-flash,252,252.0,,,,supported
2026-09-24,TSLA,C,analyst:Global Macro|gemini-3.6-flash,5.18%,5.18,,,,supported
2026-09-24,TSLA,C,analyst:Global Macro|gemini-3.6-flash,349.9,349.9,,,,supported
2026-09-24,TSLA,C,analyst:Technological Innovator|gemini-3.6-flash,-2.9%,-2.9,,,,supported
2026-09-24,TSLA,C,analyst:Technological Innovator|gemini-3.6-flash,4.0%,4.0,,,,supported
2026-09-24,TSLA,C,analyst:Technological Innovator|gemini-3.6-flash,349.9,349.9,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,44%,44.0,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,2.0,2.0,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,72,72.0,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,100,100.0,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,349.9,349.9,,,,supported
2026-09-24,TSLA,C,analyst:Personal Context|gemini-flash-latest,5.18%,5.18,,,,supported
2026-09-24,V,A,context,last price,367.98,367.980011,1.1e-05,0.005,verified
2026-09-24,V,A,context,1-day move %,1.8,1.786906,0.013094,0.05,verified
2026-09-24,V,A,context,5-day move %,-0.5,-0.527122,0.027122,0.05,verified
2026-09-24,V,A,context,20-day move %,-4.1,-4.146909,0.046909,0.05,verified
2026-09-24,V,A,context,distance from 60-day high %,-4.2,-4.2068,0.0068,0.05,verified
2026-09-24,V,A,context,distance from 252-day high %,-4.2,-4.2068,0.0068,0.05,verified
2026-09-24,V,A,context,20-day volatility %,17.0,17.378342,0.378342,0.5,verified
2026-09-24,V,A,context,RSI,48.7,48.669283,0.030717,0.05,verified
2026-09-24,V,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-24,V,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-24,V,A,context,above/below 200-day average,above,above,,,verified
2026-09-24,V,A,context,risk score,26.0,25.9,0.1,0.5,verified
2026-09-24,V,A,context,risk level,LOW,LOW,,,verified
2026-09-24,V,A,context,macro line (verbatim),present,present,,,verified
2026-09-24,V,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-24,V,A,context,win rate (not independently checked),,,,,not_checked
2026-09-24,V,A,context,beta (not independently checked),,,,,not_checked
2026-09-24,V,A,context,correlation (not independently checked),,,,,not_checked
2026-09-24,V,A,context,percentile (not independently checked),,,,,not_checked
2026-09-24,V,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,30,30.0,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,4.1%,4.1,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,48.7,48.7,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,26,26.0,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,V,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,50,50.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,29%,29.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,17%,17.0,,,,supported
2026-09-24,V,C,analyst:Risk Manager|gemini-3.1-flash-lite,"$3,691,512",3691512.0,,,,supported
2026-09-24,V,C,analyst:Value Investor|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-24,V,C,analyst:Value Investor|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-24,V,C,analyst:Value Investor|gemini-3.1-flash-lite,0.52x,0.52,,,,supported
2026-09-24,V,C,analyst:Value Investor|gemini-3.1-flash-lite,29%,29.0,,,,supported
2026-09-24,V,C,analyst:Value Investor|gemini-3.1-flash-lite,"$3,691,512",3691512.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,4.2%,4.2,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,26,26.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-24,V,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,"$3,691,512",3691512.0,,,,supported
2026-09-24,V,C,analyst:Global Macro|gemini-3.1-flash-lite,0.80,0.8,,,,supported
2026-09-24,V,C,analyst:Global Macro|gemini-3.1-flash-lite,5.18%,5.18,,,,supported
2026-09-24,V,C,analyst:Global Macro|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-24,V,C,analyst:Global Macro|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-24,V,C,analyst:Global Macro|gemini-3.1-flash-lite,11.3%,11.3,,,,supported
2026-09-24,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,60.0%,60.0,,,,supported
2026-09-24,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,53%,53.0,,,,supported
2026-09-24,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,V,C,analyst:Technological Innovator|gemini-3.1-flash-lite,"$3,691,512",3691512.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,17%,17.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,26,26.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,"$3,691,512",3691512.0,,,,supported
2026-09-24,V,C,analyst:Personal Context|gemini-3.1-flash-lite,50.1%,50.1,,,,supported
2026-09-25,AAPL,A,context,last price,341.07,341.070007,7e-06,0.005,verified
2026-09-25,AAPL,A,context,1-day move %,1.5,1.533101,0.033101,0.05,verified
2026-09-25,AAPL,A,context,5-day move %,1.5,1.46967,0.03033,0.05,verified
2026-09-25,AAPL,A,context,20-day move %,8.4,8.420758,0.020758,0.05,verified
2026-09-25,AAPL,A,context,distance from 60-day high %,0.0,0.0,0.0,0.05,verified
2026-09-25,AAPL,A,context,distance from 252-day high %,0.0,0.0,0.0,0.05,verified
2026-09-25,AAPL,A,context,20-day volatility %,22.0,22.333518,0.333518,0.5,verified
2026-09-25,AAPL,A,context,RSI,65.7,65.709147,0.009147,0.05,verified
2026-09-25,AAPL,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-25,AAPL,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-25,AAPL,A,context,above/below 200-day average,above,above,,,verified
2026-09-25,AAPL,A,context,risk score,20.0,20.1,0.1,0.5,verified
2026-09-25,AAPL,A,context,risk level,LOW,LOW,,,verified
2026-09-25,AAPL,A,context,macro line (verbatim),present,present,,,verified
2026-09-25,AAPL,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-25,AAPL,A,context,win rate (not independently checked),,,,,not_checked
2026-09-25,AAPL,A,context,beta (not independently checked),,,,,not_checked
2026-09-25,AAPL,A,context,correlation (not independently checked),,,,,not_checked
2026-09-25,AAPL,A,context,percentile (not independently checked),,,,,not_checked
2026-09-25,AAPL,B,ceo.headline,headline vote-weight %,72.0,72.0,0.0,0.5,verified
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,30,30.0,,,,supported
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,0.69x,0.69,,,,supported
2026-09-25,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,1.25,1.25,,,,supported
2026-09-25,AAPL,C,analyst:Risk Manager|gemini-3.1-flash-lite,5.17%,5.17,,,,supported
2026-09-25,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-25,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,1.06x,1.06,,,,supported
2026-09-25,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Value Investor|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,65.7,65.7,,,,supported
2026-09-25,AAPL,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-25,AAPL,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,5.17%,5.17,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,+8.4%,8.4,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Global Macro|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,8.4%,8.4,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,6.4%,6.4,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Technological Innovator|gemini-3.1-flash-lite,24%,24.0,,,,supported
2026-09-25,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-25,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,-0.20,-0.2,,,,supported
2026-09-25,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,45.7,45.7,,,,supported
2026-09-25,AAPL,C,analyst:Personal Context|gemini-3.1-flash-lite,"$2,202,971",2202971.0,,,,supported
2026-09-25,AMZN,A,context,last price,249.67,249.669998,2e-06,0.005,verified
2026-09-25,AMZN,A,context,1-day move %,0.1,0.116286,0.016286,0.05,verified
2026-09-25,AMZN,A,context,5-day move %,-1.6,-1.592373,0.007627,0.05,verified
2026-09-25,AMZN,A,context,20-day move %,-2.6,-2.571611,0.028389,0.05,verified
2026-09-25,AMZN,A,context,distance from 60-day high %,-12.1,-12.094216,0.005784,0.05,verified
2026-09-25,AMZN,A,context,distance from 252-day high %,-12.1,-12.094216,0.005784,0.05,verified
2026-09-25,AMZN,A,context,20-day volatility %,28.0,27.599379,0.400621,0.5,verified
2026-09-25,AMZN,A,context,RSI,44.5,44.535943,0.035943,0.05,verified
2026-09-25,AMZN,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-25,AMZN,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-25,AMZN,A,context,above/below 200-day average,above,above,,,verified
2026-09-25,AMZN,A,context,risk score,44.0,44.5,0.5,0.5,verified
2026-09-25,AMZN,A,context,risk level,MEDIUM,MEDIUM,,,verified
2026-09-25,AMZN,A,context,macro line (verbatim),present,present,,,verified
2026-09-25,AMZN,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-25,AMZN,A,context,win rate (not independently checked),,,,,not_checked
2026-09-25,AMZN,A,context,beta (not independently checked),,,,,not_checked
2026-09-25,AMZN,A,context,correlation (not independently checked),,,,,not_checked
2026-09-25,AMZN,A,context,percentile (not independently checked),,,,,not_checked
2026-09-25,AMZN,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,44.5,44.5,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,12.1%,12.1,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,0.93x,0.93,,,,supported
2026-09-25,AMZN,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,35%,35.0,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,1.05,1.05,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,35%,35.0,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,12.1%,12.1,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,28%,28.0,,,,supported
2026-09-25,AMZN,C,analyst:Risk Manager|gemini-3.1-flash-lite,1.3,1.3,,,,supported
